Season,Team,Name,Games_Played,Games_Started,Minutes_Played,Goals,Assists,Shots_On_Goal,Shots,Yellow_Cards,Red_Cards,League
2016/2017,AJAX,"El Ghazi, Anwar",12,7,620,0,2,8,21,0,0,Eredivisie
2016/2017,AJAX,"Nouri, Abdelhak",9,1,227,0,0,2,9,0,0,Eredivisie
2016/2017,AJAX,"Onana, André",32,32,2880,0,1,0,0,2,0,Eredivisie
2016/2017,AJAX,"Riedewald, Jairo",16,11,1092,0,0,0,4,1,0,Eredivisie
2016/2017,AJAX,"Tete, Kenny",5,5,450,0,0,0,2,0,0,Eredivisie
2016/2017,AJAX,"Van de Beek, Donny",19,4,540,0,2,7,19,1,0,Eredivisie
2016/2017,AJAX,"Veltman, Joel",30,30,2694,0,3,2,12,8,1,Eredivisie
2016/2017,AJAX,"Westermann, Heiko",4,1,157,0,0,0,1,1,0,Eredivisie
2016/2017,AJAX,"Zeefuik, Deyovaisio",1,0,21,0,0,0,1,0,0,Eredivisie
2017/2018,AJAX,"Neres, David",32,28,2531,14,11,30,63,3,0,Eredivisie
2017/2018,AJAX,"Huntelaar, Klaas-Jan",28,24,2031,13,5,42,95,4,0,Eredivisie
2017/2018,AJAX,"Van de Beek, Donny",34,33,2854,11,6,27,69,4,0,Eredivisie
2017/2018,AJAX,"Kluivert, Justin",30,27,2334,10,5,34,80,2,0,Eredivisie
2017/2018,AJAX,"Schone, Lasse",30,27,2348,10,3,20,56,6,0,Eredivisie
2017/2018,AJAX,"Ziyach, Hakim",34,34,3043,9,15,47,165,4,0,Eredivisie
2017/2018,AJAX,"Dolberg, Kasper",23,11,1142,6,0,23,47,0,0,Eredivisie
2017/2018,AJAX,"De Jong, Siem",21,4,572,4,1,8,17,0,1,Eredivisie
2017/2018,AJAX,"De Ligt, Matthijs",33,33,2914,3,2,9,37,8,0,Eredivisie
2017/2018,AJAX,"Viergever, Nick",12,12,1080,2,1,3,5,2,0,Eredivisie
2017/2018,AJAX,"Cassierra, Mateo",4,0,76,1,0,3,6,0,0,Eredivisie
2017/2018,AJAX,"Tagliafico, Nicolás",15,15,1339,1,2,2,11,6,1,Eredivisie
2017/2018,AJAX,"Veltman, Joel",30,28,2513,1,1,6,24,8,1,Eredivisie
2017/2018,AJAX,"Wober, Max",22,16,1228,1,0,3,16,2,0,Eredivisie
2017/2018,AJAX,"Younes, Amin",13,9,848,1,2,8,31,0,0,Eredivisie
2017/2018,AJAX,"Cerny, Vaclav",4,2,156,0,2,3,4,0,0,Eredivisie
2017/2018,AJAX,"De Jong, Frenkie",22,16,1559,0,7,2,11,2,0,Eredivisie
2017/2018,AJAX,"De Wit, Dani",1,0,5,0,0,0,0,0,0,Eredivisie
2017/2018,AJAX,"Dijks, Mitchell",9,8,681,0,0,1,6,0,0,Eredivisie
2017/2018,AJAX,"Eiting, Carel",4,1,142,0,0,0,0,1,0,Eredivisie
2017/2018,AJAX,"Ekkelenkamp, Jurgen",3,0,13,0,0,0,0,0,0,Eredivisie
2017/2018,AJAX,"Johnsen, Dennis",2,0,5,0,0,0,0,0,0,Eredivisie
2017/2018,AJAX,"Kristensen, Rasmus",8,5,484,0,0,3,7,1,0,Eredivisie
2017/2018,AJAX,"Lamprou, Kostas",1,1,90,0,0,0,0,0,0,Eredivisie
2017/2018,AJAX,"Matusiwa, Azor",1,1,90,0,0,0,0,0,0,Eredivisie
2017/2018,AJAX,"Mazraoui, Noussair",8,3,291,0,0,0,7,0,0,Eredivisie
2017/2018,AJAX,"Onana, André",33,33,2970,0,0,0,1,3,0,Eredivisie
2017/2018,AJAX,"Orejuela, Luis",1,0,45,0,0,0,0,0,0,Eredivisie
2017/2018,AJAX,"Sinkgraven, Daley",4,1,145,0,0,0,0,0,0,Eredivisie
2017/2018,AJAX,"Zeefuik, Deyovaisio",18,14,1241,0,1,0,2,8,0,Eredivisie
2013/2014,ADO DEN HAAG,"Van Duinen, Mike",33,33,2936,8,4,30,64,6,0,Eredivisie
2013/2014,ADO DEN HAAG,"Alberg, Roland",26,23,2105,7,3,17,43,5,0,Eredivisie
2013/2014,ADO DEN HAAG,"Kramer, Michiel",26,15,1457,7,4,27,45,5,0,Eredivisie
2013/2014,ADO DEN HAAG,"Gehrt, Mathias",23,20,1673,5,3,15,24,3,0,Eredivisie
2013/2014,ADO DEN HAAG,"Beugelsdijk, Tom",30,29,2601,4,3,9,24,11,0,Eredivisie
2013/2014,ADO DEN HAAG,"Bakker, Danny",23,19,1669,3,0,12,15,3,0,Eredivisie
2013/2014,ADO DEN HAAG,"Holla, Danny",26,26,2265,3,4,11,30,7,0,Eredivisie
2013/2014,ADO DEN HAAG,"Schet, Mitchell",23,16,1437,2,1,4,9,4,0,Eredivisie
2013/2014,ADO DEN HAAG,"Wildschut, Yanic",25,5,838,2,1,9,21,0,0,Eredivisie
2013/2014,ADO DEN HAAG,"Gouriye, Ninos",15,10,812,1,1,3,17,1,0,Eredivisie
2013/2014,ADO DEN HAAG,"Malone, Dion",32,32,2812,1,5,2,9,7,1,Eredivisie
2013/2014,ADO DEN HAAG,"Meijers, Aaron",34,34,3060,1,3,4,12,3,0,Eredivisie
2013/2014,ADO DEN HAAG,"Van Haaren, Ricky",27,17,1573,1,2,12,31,3,0,Eredivisie
2013/2014,ADO DEN HAAG,"Buwalda, Robin",1,0,1,0,0,0,0,0,0,Eredivisie
2013/2014,ADO DEN HAAG,"Cabral, Jerson",14,13,1064,0,0,10,25,1,0,Eredivisie
2013/2014,ADO DEN HAAG,"Coutinho, Gino",28,28,2350,0,0,0,0,3,1,Eredivisie
2013/2014,ADO DEN HAAG,"De Zwart, Martijn",3,0,169,0,0,0,0,0,0,Eredivisie
2013/2014,ADO DEN HAAG,"Esajas, Malcolm",2,0,33,0,0,0,0,0,0,Eredivisie
2013/2014,ADO DEN HAAG,"Jansen, Kevin",3,3,207,0,0,0,3,0,0,Eredivisie
2013/2014,ADO DEN HAAG,"Kanon, Wilfried",9,0,39,0,0,0,0,0,0,Eredivisie
2013/2014,ADO DEN HAAG,"Merencia, Papito",2,0,26,0,0,0,1,0,0,Eredivisie
2013/2014,ADO DEN HAAG,"Supusepa, Christian",10,2,274,0,0,0,1,1,0,Eredivisie
2013/2014,ADO DEN HAAG,"Tira, Catalin Stephan",1,0,15,0,0,0,0,1,0,Eredivisie
2013/2014,ADO DEN HAAG,"Wormgoor, Vito",25,22,1960,0,0,3,12,4,0,Eredivisie
2013/2014,ADO DEN HAAG,"Zuiverloon, Gianni",26,25,2240,0,0,1,6,4,0,Eredivisie
2013/2014,ADO DEN HAAG,"Zwinkels, Robert",6,6,540,0,0,0,0,0,0,Eredivisie
2014/2015,ADO DEN HAAG,"Kramer, Michiel",32,31,2680,17,1,34,76,7,0,Eredivisie
2014/2015,ADO DEN HAAG,"Alberg, Roland",32,29,2605,8,9,29,61,7,0,Eredivisie
2014/2015,ADO DEN HAAG,"Van Duinen, Mike",33,31,2748,5,2,22,42,4,0,Eredivisie
2014/2015,ADO DEN HAAG,"Gehrt, Mathias",12,9,730,3,0,5,10,0,0,Eredivisie
2014/2015,ADO DEN HAAG,"Houtkoop, Xander",23,4,655,3,1,5,10,0,0,Eredivisie
2014/2015,ADO DEN HAAG,"Iakovenko, Oleksandr",11,8,688,2,1,8,19,2,0,Eredivisie
2014/2015,ADO DEN HAAG,Wilson Eduardo,14,9,825,2,1,6,26,0,0,Eredivisie
2014/2015,ADO DEN HAAG,"Bakker, Danny",20,12,1109,1,1,2,10,0,0,Eredivisie
2014/2015,ADO DEN HAAG,"Kastaneer, Gervane",8,0,87,1,0,4,5,1,0,Eredivisie
2014/2015,ADO DEN HAAG,"Kristensen, Thomas",30,28,2272,1,1,4,11,3,0,Eredivisie
2014/2015,ADO DEN HAAG,"Zuiverloon, Gianni",32,30,2657,1,0,10,37,7,1,Eredivisie
2014/2015,ADO DEN HAAG,"De Vlugt, Mitchell",1,0,1,0,0,0,0,0,0,Eredivisie
2014/2015,ADO DEN HAAG,"Derijck, Timothy",22,17,1632,0,0,1,3,3,0,Eredivisie
2014/2015,ADO DEN HAAG,"Ebuehi, Tyronne",7,2,277,0,0,0,0,0,0,Eredivisie
2014/2015,ADO DEN HAAG,"Hansen, Martin",32,32,2880,0,0,1,1,1,0,Eredivisie
2014/2015,ADO DEN HAAG,"Hevel, Hector",2,0,18,0,0,0,0,0,0,Eredivisie
2014/2015,ADO DEN HAAG,"Jansen, Kevin",25,18,1588,0,1,3,12,6,0,Eredivisie
2014/2015,ADO DEN HAAG,"Kanon, Wilfried",15,14,1185,0,1,2,8,2,1,Eredivisie
2014/2015,ADO DEN HAAG,"Malone, Dion",33,33,2866,0,6,2,10,6,0,Eredivisie
2014/2015,ADO DEN HAAG,"Meijers, Aaron",33,33,2970,0,5,2,9,5,0,Eredivisie
2014/2015,ADO DEN HAAG,"Merencia, Papito",2,0,12,0,0,0,0,1,0,Eredivisie
2014/2015,ADO DEN HAAG,"Owobowale, Segun",2,0,9,0,0,0,1,0,0,Eredivisie
2014/2015,ADO DEN HAAG,"Schet, Mitchell",12,6,577,0,0,2,6,3,1,Eredivisie
2014/2015,ADO DEN HAAG,"Smith, Guy",1,0,1,0,0,0,0,0,0,Eredivisie
2014/2015,ADO DEN HAAG,"Wormgoor, Vito",26,26,2227,0,1,3,16,5,1,Eredivisie
2014/2015,ADO DEN HAAG,"Zwinkels, Robert",2,2,180,0,0,0,0,1,0,Eredivisie
2015/2016,ADO DEN HAAG,"Havenaar, Mike",31,31,2734,16,3,42,82,3,0,Eredivisie
2015/2016,ADO DEN HAAG,"Jansen, Kevin",28,24,2156,5,1,11,27,5,0,Eredivisie
2015/2016,ADO DEN HAAG,"Bakker, Danny",33,32,2773,3,2,10,33,8,0,Eredivisie
2015/2016,ADO DEN HAAG,"Derijck, Timothy",27,23,2052,3,1,10,19,3,0,Eredivisie
2015/2016,ADO DEN HAAG,"Duplan, Edouard",31,31,2735,3,11,18,46,6,1,Eredivisie
2015/2016,ADO DEN HAAG,"Beugelsdijk, Tom",24,21,1991,2,0,4,11,4,0,Eredivisie
2015/2016,ADO DEN HAAG,"Schaken, Ruben",29,27,2210,2,2,9,22,5,0,Eredivisie
2015/2016,ADO DEN HAAG,"Van der Heijden, Dennis",9,1,134,2,0,4,10,0,0,Eredivisie
2015/2016,ADO DEN HAAG,"Wormgoor, Vito",23,23,1991,2,0,6,13,3,0,Eredivisie
2015/2016,ADO DEN HAAG,"Zuiverloon, Gianni",22,18,1567,2,1,3,14,4,0,Eredivisie
2015/2016,ADO DEN HAAG,"Alberg, Roland",13,8,682,1,1,11,29,3,0,Eredivisie
2015/2016,ADO DEN HAAG,"Hansen, Martin",33,33,2970,1,0,1,3,2,0,Eredivisie
2015/2016,ADO DEN HAAG,"Kristensen, Thomas",18,14,1141,1,0,3,6,1,0,Eredivisie
2015/2016,ADO DEN HAAG,"Malone, Dion",25,21,1894,1,1,3,9,5,1,Eredivisie
2015/2016,ADO DEN HAAG,"Meijers, Aaron",30,30,2697,1,3,1,11,7,0,Eredivisie
2015/2016,ADO DEN HAAG,"Ebecilio, Kyle",6,1,158,0,0,0,0,2,0,Eredivisie
2015/2016,ADO DEN HAAG,"Ebuehi, Tyronne",14,14,1231,0,0,0,1,1,0,Eredivisie
2015/2016,ADO DEN HAAG,"Gorre, Kenji",5,1,124,0,1,3,4,0,0,Eredivisie
2015/2016,ADO DEN HAAG,"Hevel, Hector",3,1,67,0,0,0,1,0,0,Eredivisie
2015/2016,ADO DEN HAAG,"Kanon, Wilfried",14,12,1095,0,1,1,3,1,0,Eredivisie
2015/2016,ADO DEN HAAG,"Kastaneer, Gervane",5,0,41,0,0,1,1,0,0,Eredivisie
2015/2016,ADO DEN HAAG,"Korte, Giovanni",17,4,428,0,2,8,17,0,0,Eredivisie
2015/2016,ADO DEN HAAG,"Marengo, Ludcinio",21,3,655,0,0,4,16,1,0,Eredivisie
2015/2016,ADO DEN HAAG,"Zwinkels, Robert",1,1,90,0,0,0,0,0,0,Eredivisie
2016/2017,ADO DEN HAAG,"Havenaar, Mike",28,21,1931,9,1,20,53,3,0,Eredivisie
2016/2017,ADO DEN HAAG,"El Khayati, Abdenasser",12,8,689,5,0,7,16,0,0,Eredivisie
2016/2017,ADO DEN HAAG,"Kastaneer, Gervane",14,12,951,4,1,11,25,3,0,Eredivisie
2016/2017,ADO DEN HAAG,"Becker, Sheraldo",28,17,1615,3,1,16,34,3,0,Eredivisie
2016/2017,ADO DEN HAAG,"Beugelsdijk, Tom",28,26,2331,3,0,5,17,6,1,Eredivisie
2016/2017,ADO DEN HAAG,"Malone, Dion",13,13,1148,3,3,4,11,1,0,Eredivisie
2016/2017,ADO DEN HAAG,"Duplan, Edouard",33,29,2520,2,4,13,35,7,0,Eredivisie
2016/2017,ADO DEN HAAG,"Bakker, Danny",19,19,1627,1,0,2,11,5,0,Eredivisie
2016/2017,ADO DEN HAAG,"Ebuehi, Tyronne",29,27,2486,1,1,2,5,4,0,Eredivisie
2016/2017,ADO DEN HAAG,"Fernandez, Guyon",13,7,517,1,0,7,15,1,0,Eredivisie
2016/2017,ADO DEN HAAG,"Jansen, Kevin",11,6,506,1,0,1,4,3,0,Eredivisie
2016/2017,ADO DEN HAAG,"Kanon, Wilfried",28,27,2432,1,1,2,7,6,0,Eredivisie
2016/2017,ADO DEN HAAG,"Marengo, Ludcinio",20,4,517,1,2,7,11,1,0,Eredivisie
2016/2017,ADO DEN HAAG,"Schaken, Ruben",25,20,1612,1,4,8,18,1,0,Eredivisie
2016/2017,ADO DEN HAAG,"Trybull, Tom",23,22,1925,1,0,3,8,4,1,Eredivisie
2016/2017,ADO DEN HAAG,"Amatkarijo, Chovanie",1,0,3,0,0,0,0,0,0,Eredivisie
2016/2017,ADO DEN HAAG,"Asmelash, Hennos",2,0,10,0,0,0,0,0,0,Eredivisie
2016/2017,ADO DEN HAAG,"David, Trevor",3,3,268,0,0,0,0,1,0,Eredivisie
2016/2017,ADO DEN HAAG,"El Mahdioui, Ashraf",13,8,807,0,1,1,6,2,0,Eredivisie
2016/2017,ADO DEN HAAG,"Gorter, Donny",10,6,606,0,0,1,6,1,0,Eredivisie
2016/2017,ADO DEN HAAG,"Hevel, Hector",6,5,369,0,1,3,5,3,1,Eredivisie
2016/2017,ADO DEN HAAG,"Meijers, Aaron",19,19,1641,0,3,2,10,3,0,Eredivisie
2016/2017,ADO DEN HAAG,"Meissner, Thomas",28,27,2391,0,0,0,5,8,0,Eredivisie
2016/2017,ADO DEN HAAG,"San Román, José",12,11,994,0,1,0,3,3,0,Eredivisie
2016/2017,ADO DEN HAAG,"Schouten, Jerdy",2,0,12,0,0,0,0,0,0,Eredivisie
2016/2017,ADO DEN HAAG,"Setkus, Ernestas",22,22,1963,0,0,0,0,1,1,Eredivisie
2016/2017,ADO DEN HAAG,"Van der Heijden, Dennis",16,2,468,0,0,6,18,0,0,Eredivisie
2016/2017,ADO DEN HAAG,"Wolters, Randy",32,19,1837,0,2,11,39,4,0,Eredivisie
2016/2017,ADO DEN HAAG,"Zwinkels, Robert",12,12,1080,0,0,0,0,1,0,Eredivisie
2017/2018,ADO DEN HAAG,"Johnsen, Bjorn",36,31,2726,19,1,43,110,3,0,Eredivisie
2017/2018,ADO DEN HAAG,"El Khayati, Abdenasser",34,34,2975,11,11,25,68,2,0,Eredivisie
2017/2018,ADO DEN HAAG,"Falkenburg, Erik",31,19,1678,5,2,16,43,0,0,Eredivisie
2017/2018,ADO DEN HAAG,"Immers, Lex",35,35,3105,4,5,13,38,9,0,Eredivisie
2017/2018,ADO DEN HAAG,"Becker, Sheraldo",29,29,2397,2,7,25,49,3,0,Eredivisie
2017/2018,ADO DEN HAAG,"Beugelsdijk, Tom",26,25,2244,2,0,6,16,7,0,Eredivisie
2017/2018,ADO DEN HAAG,"Hooi, Elson",30,10,1204,2,1,8,21,1,0,Eredivisie
2017/2018,ADO DEN HAAG,"Kanon, Wilfried",25,25,2039,1,1,2,8,2,2,Eredivisie
2017/2018,ADO DEN HAAG,"Lorenzen, Melvyn",21,8,786,1,0,5,16,0,0,Eredivisie
2017/2018,ADO DEN HAAG,"Meijers, Aaron",35,35,3150,1,1,4,19,7,0,Eredivisie
2017/2018,ADO DEN HAAG,"Asmelash, Hennos",1,1,76,0,0,0,0,0,0,Eredivisie
2017/2018,ADO DEN HAAG,"Bakker, Danny",36,36,3213,0,1,3,33,2,0,Eredivisie
2017/2018,ADO DEN HAAG,"Coremans, Tim",1,0,47,0,0,0,0,0,0,Eredivisie
2017/2018,ADO DEN HAAG,"David, Trevor",7,4,378,0,0,0,1,2,0,Eredivisie
2017/2018,ADO DEN HAAG,"Duplan, Edouard",15,4,495,0,1,1,7,3,1,Eredivisie
2017/2018,ADO DEN HAAG,"Ebuehi, Tyronne",28,28,2374,0,2,0,6,3,1,Eredivisie
2017/2018,ADO DEN HAAG,"Goppel, Thijmen",15,9,702,0,1,2,5,0,0,Eredivisie
2017/2018,ADO DEN HAAG,"Gorter, Donny",18,9,786,0,1,0,2,3,0,Eredivisie
2017/2018,ADO DEN HAAG,"Groothuizen, Indy",6,6,540,0,0,0,0,0,0,Eredivisie
2017/2018,ADO DEN HAAG,"Kishna, Ricardo",2,0,38,0,1,0,0,0,0,Eredivisie
2017/2018,ADO DEN HAAG,"Kuipers, Bas",6,3,324,0,0,0,0,1,0,Eredivisie
2017/2018,ADO DEN HAAG,"Kuipers, Nick",9,4,434,0,0,1,6,2,0,Eredivisie
2017/2018,ADO DEN HAAG,"Ladan, Delano",4,0,28,0,0,1,3,0,0,Eredivisie
2017/2018,ADO DEN HAAG,"Meissner, Thomas",14,12,1073,0,1,1,3,3,1,Eredivisie
2017/2018,ADO DEN HAAG,"Pinas, Shaquille",5,3,315,0,0,0,1,0,0,Eredivisie
2017/2018,ADO DEN HAAG,"Van Kins, Mats",1,0,2,0,0,0,0,0,0,Eredivisie
2017/2018,ADO DEN HAAG,"Zwinkels, Robert",30,30,2653,0,0,0,1,2,0,Eredivisie
2016/2017,ALAVÉS,Deyverson,32,29,2581,7,1,24,53,14,0,La Liga
2016/2017,ALAVÉS,Ibai,29,23,1828,5,2,23,51,2,0,La Liga
2016/2017,ALAVÉS,"Méndez, Edgar",27,18,1616,4,1,15,41,6,0,La Liga
2016/2017,ALAVÉS,"Camarasa, Víctor",31,28,2502,3,1,9,32,4,0,La Liga
2016/2017,ALAVÉS,"García, Manu",25,23,2013,3,1,7,24,8,0,La Liga
2016/2017,ALAVÉS,"Katai, Aleksandar",20,8,769,3,3,8,21,3,0,La Liga
2016/2017,ALAVÉS,"Santos, Christian",21,8,831,3,1,10,22,2,0,La Liga
2016/2017,ALAVÉS,Alexis,24,19,1816,2,1,2,8,12,1,La Liga
2016/2017,ALAVÉS,"Feddal, Zouhair",27,27,2245,2,1,4,10,10,2,La Liga
2016/2017,ALAVÉS,"Krsticic, Nenad",14,9,747,2,0,2,3,3,0,La Liga
2016/2017,ALAVÉS,Laguardia,26,24,2149,2,1,4,9,6,0,La Liga
2016/2017,ALAVÉS,"Sobrino, Rubén",11,5,500,2,1,6,12,1,0,La Liga
2016/2017,ALAVÉS,"Ely, Rodrigo",10,8,788,1,0,1,7,4,0,La Liga
2016/2017,ALAVÉS,"Hernández, Theo",32,30,2725,1,3,9,26,11,1,La Liga
2016/2017,ALAVÉS,"Toquero, Gaizka",23,15,1227,1,1,5,9,4,0,La Liga
2016/2017,ALAVÉS,"Espinoza, Cristian",6,1,159,0,0,1,2,1,0,La Liga
2016/2017,ALAVÉS,"Femenía, Kiko",31,28,2503,0,2,1,5,6,0,La Liga
2016/2017,ALAVÉS,"García, Raúl",18,14,1268,0,0,0,3,6,0,La Liga
2016/2017,ALAVÉS,"Llorente, Marcos",32,31,2805,0,2,1,14,5,0,La Liga
2016/2017,ALAVÉS,"Ortolà, Adrià",2,2,180,0,0,0,0,0,0,La Liga
2016/2017,ALAVÉS,"Pacheco, Fernando",36,36,3240,0,0,0,0,1,0,La Liga
2016/2017,ALAVÉS,"Pantic, Aleksandar",2,1,154,0,0,0,1,1,0,La Liga
2016/2017,ALAVÉS,"Romero, Óscar",13,4,528,0,1,10,24,3,0,La Liga
2016/2017,ALAVÉS,"Torres, Daniel",21,17,1438,0,0,2,7,7,0,La Liga
2016/2017,ALAVÉS,"Vigaray, Carlos",19,10,943,0,3,0,3,1,0,La Liga
2017/2018,ALAVÉS,"El Haddadi, Munir",33,28,2456,10,6,23,62,9,1,La Liga
2017/2018,ALAVÉS,Ibai,34,26,2324,7,6,24,54,1,0,La Liga
2017/2018,ALAVÉS,"García, Manu",30,27,2438,3,0,8,26,9,0,La Liga
2017/2018,ALAVÉS,"Guidetti, John",25,15,1338,3,3,14,33,3,0,La Liga
2017/2018,ALAVÉS,"Pedraza, Alfonso",33,27,2441,3,5,13,42,5,0,La Liga
2017/2018,ALAVÉS,"Sobrino, Rubén",28,15,1461,3,2,13,25,5,0,La Liga
2017/2018,ALAVÉS,Laguardia,17,17,1530,2,0,2,5,3,0,La Liga
2017/2018,ALAVÉS,"Medrán, Álvaro",18,10,1014,2,0,6,18,2,0,La Liga
2017/2018,ALAVÉS,"Santos, Christian",10,5,433,2,0,5,8,4,1,La Liga
2017/2018,ALAVÉS,Alexis,28,25,2184,1,0,3,12,6,0,La Liga
2017/2018,ALAVÉS,Burgui,23,12,1034,1,0,4,15,1,0,La Liga
2017/2018,ALAVÉS,"Demirovic, Ermedin",3,2,181,1,1,3,6,0,0,La Liga
2017/2018,ALAVÉS,"Ely, Rodrigo",31,30,2692,1,0,4,16,12,1,La Liga
2017/2018,ALAVÉS,Pina,30,28,2392,1,0,3,13,8,0,La Liga
2017/2018,ALAVÉS,"Aguirregabiria, Martín",21,20,1829,0,4,1,3,4,0,La Liga
2017/2018,ALAVÉS,"Diéguez, Adrián",6,6,436,0,0,0,3,5,0,La Liga
2017/2018,ALAVÉS,"Duarte, Rubén",24,24,2141,0,2,0,8,10,1,La Liga
2017/2018,ALAVÉS,"Hernández, Héctor",1,0,15,0,0,0,0,0,0,La Liga
2017/2018,ALAVÉS,"Katai, Aleksandar",3,0,52,0,0,0,2,0,0,La Liga
2017/2018,ALAVÉS,"Krkic, Bojan",13,4,436,0,0,4,5,0,0,La Liga
2017/2018,ALAVÉS,"López, Víctor",1,1,61,0,1,0,1,0,0,La Liga
2017/2018,ALAVÉS,"Maripán, Guillermo",19,17,1527,0,0,1,4,4,0,La Liga
2017/2018,ALAVÉS,"Pacheco, Fernando",38,37,3357,0,0,0,0,2,0,La Liga
2017/2018,ALAVÉS,"Pérez, Hernán",14,5,510,0,0,2,8,3,0,La Liga
2017/2018,ALAVÉS,"Romero, Óscar",5,2,248,0,0,2,8,0,0,La Liga
2017/2018,ALAVÉS,"Sivera, Antonio",1,1,63,0,0,0,0,0,0,La Liga
2017/2018,ALAVÉS,"Torres, Daniel",18,14,1218,0,0,2,4,2,0,La Liga
2017/2018,ALAVÉS,"Vigaray, Carlos",12,9,893,0,0,1,4,6,0,La Liga
2017/2018,ALAVÉS,"Wakaso, Mubarak",21,12,1097,0,1,0,10,7,0,La Liga
2017/2018,ALAVÉS,"Zidane, Enzo",2,1,71,0,0,0,0,0,0,La Liga
2013/2014,ATHLETIC BILBAO,Aduriz,31,26,2411,16,8,39,82,8,1,La Liga
2013/2014,ATHLETIC BILBAO,Ibai,18,6,684,8,2,19,44,0,0,La Liga
2013/2014,ATHLETIC BILBAO,"Muniain, Iker",35,32,2720,7,4,25,55,6,0,La Liga
2013/2014,ATHLETIC BILBAO,Susaeta,38,34,2971,6,12,23,47,1,0,La Liga
2013/2014,ATHLETIC BILBAO,De Marcos,35,19,1958,5,2,11,34,3,0,La Liga
2013/2014,ATHLETIC BILBAO,"Herrera, Ander",33,31,2566,5,5,23,68,7,0,La Liga
2013/2014,ATHLETIC BILBAO,"Rico, Mikel",34,31,2589,5,1,12,26,7,0,La Liga
2013/2014,ATHLETIC BILBAO,San José,25,19,1800,5,1,9,18,6,0,La Liga
2013/2014,ATHLETIC BILBAO,Gurpegi,27,27,2385,2,0,4,8,8,0,La Liga
2013/2014,ATHLETIC BILBAO,Laporte,35,33,2945,2,0,7,31,6,1,La Liga
2013/2014,ATHLETIC BILBAO,Beñat,23,12,1016,1,3,3,17,4,0,La Liga
2013/2014,ATHLETIC BILBAO,Guillermo,9,4,318,1,0,6,11,0,0,La Liga
2013/2014,ATHLETIC BILBAO,Iraola,34,28,2621,1,4,6,14,3,0,La Liga
2013/2014,ATHLETIC BILBAO,"Sola, Kike",5,2,223,1,0,4,7,0,0,La Liga
2013/2014,ATHLETIC BILBAO,Albizua,4,0,34,0,0,0,0,0,0,La Liga
2013/2014,ATHLETIC BILBAO,Balenziaga,31,31,2668,0,0,1,6,4,0,La Liga
2013/2014,ATHLETIC BILBAO,Ekiza,1,1,37,0,0,0,0,0,0,La Liga
2013/2014,ATHLETIC BILBAO,Etxeita,3,2,185,0,0,0,0,0,0,La Liga
2013/2014,ATHLETIC BILBAO,"Herrerín, Iago",6,5,495,0,0,0,0,1,0,La Liga
2013/2014,ATHLETIC BILBAO,Iraizoz,33,33,2925,0,0,0,0,0,0,La Liga
2013/2014,ATHLETIC BILBAO,"Iturraspe, Ander",33,31,2703,0,3,3,11,7,0,La Liga
2013/2014,ATHLETIC BILBAO,"Morán, Erik",14,4,573,0,0,0,4,5,1,La Liga
2013/2014,ATHLETIC BILBAO,Saborit,5,2,191,0,0,1,2,1,0,La Liga
2013/2014,ATHLETIC BILBAO,Toquero,20,5,583,0,1,7,18,4,0,La Liga
2014/2015,ATHLETIC BILBAO,Aduriz,31,30,2586,18,3,48,87,12,0,La Liga
2014/2015,ATHLETIC BILBAO,San José,28,23,2139,5,1,7,21,10,1,La Liga
2014/2015,ATHLETIC BILBAO,"Rico, Mikel",36,32,2793,3,2,13,33,3,0,La Liga
2014/2015,ATHLETIC BILBAO,Beñat,28,20,1706,2,2,9,25,4,0,La Liga
2014/2015,ATHLETIC BILBAO,Etxeita,24,22,1971,2,0,4,8,5,1,La Liga
2014/2015,ATHLETIC BILBAO,"Iturraspe, Ander",25,20,1812,2,0,5,9,6,0,La Liga
2014/2015,ATHLETIC BILBAO,"Aketxe, Ager",8,3,294,1,1,2,6,1,0,La Liga
2014/2015,ATHLETIC BILBAO,De Marcos,35,32,2946,1,4,2,25,6,0,La Liga
2014/2015,ATHLETIC BILBAO,Gurpegi,23,15,1433,1,0,2,4,7,0,La Liga
2014/2015,ATHLETIC BILBAO,Ibai,21,9,1005,1,2,11,30,2,0,La Liga
2014/2015,ATHLETIC BILBAO,Iraola,22,16,1536,1,1,4,13,5,0,La Liga
2014/2015,ATHLETIC BILBAO,"Muniain, Iker",25,25,2032,1,1,7,30,7,0,La Liga
2014/2015,ATHLETIC BILBAO,Susaeta,31,20,1802,1,7,11,32,2,0,La Liga
2014/2015,ATHLETIC BILBAO,"Viguera, Borja",20,10,956,1,0,7,25,0,0,La Liga
2014/2015,ATHLETIC BILBAO,"Williams, Iñaki",19,15,1308,1,1,7,29,1,0,La Liga
2014/2015,ATHLETIC BILBAO,"Aurtenetxe, Jon",4,3,286,0,0,0,2,0,0,La Liga
2014/2015,ATHLETIC BILBAO,Balenziaga,33,33,2921,0,0,2,10,9,0,La Liga
2014/2015,ATHLETIC BILBAO,"Bustinza, Unai",2,1,97,0,0,0,0,2,1,La Liga
2014/2015,ATHLETIC BILBAO,Guillermo,14,5,552,0,0,7,17,2,0,La Liga
2014/2015,ATHLETIC BILBAO,"Herrerín, Iago",4,4,360,0,0,0,0,0,0,La Liga
2014/2015,ATHLETIC BILBAO,Iraizoz,34,34,3060,0,0,0,0,3,0,La Liga
